"filename", "language", "PHP", "HTML", "JavaScript", "CSS", "JSON", "XML", "YAML", "Markdown", "comment", "blank", "total"
"c:\laragon\www\rhtabiat\app\Models\VerificationCode.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"c:\laragon\www\rhtabiat\app\Providers\AppServiceProvider.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 12, 5, 29
"c:\laragon\www\rhtabiat\app\Providers\AuthServiceProvider.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 11, 6, 37
"c:\laragon\www\rhtabiat\app\Providers\BroadcastServiceProvider.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 5, 5, 22
"c:\laragon\www\rhtabiat\app\Providers\EventServiceProvider.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 16, 6, 41
"c:\laragon\www\rhtabiat\app\Providers\OrderServiceProvider.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 22
"c:\laragon\www\rhtabiat\app\Providers\RouteServiceProvider.php", "PHP", 42, 0, 0, 0, 0, 0, 0, 0, 30, 11, 83
"c:\laragon\www\rhtabiat\app\Scopes\LatestScope.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\laragon\www\rhtabiat\app\Services\AuthService.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 7, 4, 28
"c:\laragon\www\rhtabiat\app\Services\CalcOrderDeliveryCostService.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"c:\laragon\www\rhtabiat\app\Services\DiscountCodeService.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\laragon\www\rhtabiat\app\Services\InitiateWithZarinpalService.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\laragon\www\rhtabiat\app\Services\OrderService.php", "PHP", 83, 0, 0, 0, 0, 0, 0, 0, 3, 10, 96
"c:\laragon\www\rhtabiat\app\Services\ProductService.php", "PHP", 135, 0, 0, 0, 0, 0, 0, 0, 13, 16, 164
"c:\laragon\www\rhtabiat\app\Services\TransactionService.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 8, 57
"c:\laragon\www\rhtabiat\app\Services\UserService.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\laragon\www\rhtabiat\app\Services\ValidateGuestOrderService.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 0, 9, 39
"c:\laragon\www\rhtabiat\app\Services\ValidateOrderItemQuantityService.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"c:\laragon\www\rhtabiat\app\Services\VerifyZarinpalService.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\laragon\www\rhtabiat\app\Traits\HasImage.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\laragon\www\rhtabiat\app\Traits\HasPersianDate.php", "PHP", 86, 0, 0, 0, 0, 0, 0, 0, 0, 8, 94
"c:\laragon\www\rhtabiat\app\Traits\Sluggable.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\laragon\www\rhtabiat\app\helpers.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 11, 48
"c:\laragon\www\rhtabiat\bootstrap\app.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 30, 9, 56
"c:\laragon\www\rhtabiat\composer.json", "JSON", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 75
"c:\laragon\www\rhtabiat\composer.lock", "JSON", 0, 0, 0, 0, 10392, 0, 0, 0, 0, 1, 10393
"c:\laragon\www\rhtabiat\config\app.php", "PHP", 100, 0, 0, 0, 0, 0, 0, 0, 135, 56, 291
"c:\laragon\www\rhtabiat\config\auth.php", "PHP", 42, 0, 0, 0, 0, 0, 0, 0, 70, 16, 128
"c:\laragon\www\rhtabiat\config\broadcasting.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 22, 13, 65
"c:\laragon\www\rhtabiat\config\cache.php", "PHP", 55, 0, 0, 0, 0, 0, 0, 0, 34, 18, 107
"c:\laragon\www\rhtabiat\config\cors.php", "PHP", 3, 0, 0, 0, 0, 0, 0, 0, 29, 3, 35
"c:\laragon\www\rhtabiat\config\database.php", "PHP", 82, 0, 0, 0, 0, 0, 0, 0, 45, 22, 149
"c:\laragon\www\rhtabiat\config\filesystems.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 32, 13, 73
"c:\laragon\www\rhtabiat\config\hashing.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 32, 9, 53
"c:\laragon\www\rhtabiat\config\jwt.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 0, 229, 44, 305
"c:\laragon\www\rhtabiat\config\laravel-fulltext.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 10, 6, 28
"c:\laragon\www\rhtabiat\config\logging.php", "PHP", 65, 0, 0, 0, 0, 0, 0, 0, 24, 17, 106
"c:\laragon\www\rhtabiat\config\mail.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 47, 18, 111
"c:\laragon\www\rhtabiat\config\meilisearch.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 27, 7, 39
"c:\laragon\www\rhtabiat\config\queue.php", "PHP", 47, 0, 0, 0, 0, 0, 0, 0, 32, 15, 94
"c:\laragon\www\rhtabiat\config\scout.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 84, 19, 120
"c:\laragon\www\rhtabiat\config\services.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 11, 7, 34
"c:\laragon\www\rhtabiat\config\session.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 147, 33, 202
"c:\laragon\www\rhtabiat\config\view.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 20, 7, 37
"c:\laragon\www\rhtabiat\database\factories\AddressFactory.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\laragon\www\rhtabiat\database\factories\AdminFactory.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 10, 5, 30
"c:\laragon\www\rhtabiat\database\factories\ArticleCategoryFactory.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\laragon\www\rhtabiat\database\factories\ArticleFactory.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\laragon\www\rhtabiat\database\factories\CommentFactory.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 10, 10, 45
"c:\laragon\www\rhtabiat\database\factories\MessageFactory.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\laragon\www\rhtabiat\database\factories\OrderFactory.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\laragon\www\rhtabiat\database\factories\PosterFactory.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\laragon\www\rhtabiat\database\factories\ProductCategoryFactory.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\laragon\www\rhtabiat\database\factories\ProductFactory.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30
"c:\laragon\www\rhtabiat\database\factories\ProductItemFactory.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 10, 5, 32
"c:\laragon\www\rhtabiat\database\factories\UserDetailFactory.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\laragon\www\rhtabiat\database\factories\UserFactory.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\laragon\www\rhtabiat\database\migrations\2014_10_12_000000_create_users_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\laragon\www\rhtabiat\database\migrations\2014_10_12_100000_create_password_resets_table.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\laragon\www\rhtabiat\database\migrations\2019_08_19_000000_create_failed_jobs_table.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 10, 4, 37
"c:\laragon\www\rhtabiat\database\migrations\2021_02_27_170219_create_images_table.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\laragon\www\rhtabiat\database\migrations\2021_03_20_104908_create_banners_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\laragon\www\rhtabiat\database\migrations\2021_03_20_141100_create_admins_table.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 10, 4, 34
"c:\laragon\www\rhtabiat\database\migrations\2021_03_21_092651_create_article_categories_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\laragon\www\rhtabiat\database\migrations\2021_03_21_115431_create_phones_table.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 10, 4, 34
"c:\laragon\www\rhtabiat\database\migrations\2021_03_21_164651_create_articles_table.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\laragon\www\rhtabiat\database\migrations\2021_03_21_170959_create_addresses_table.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\laragon\www\rhtabiat\database\migrations\2021_03_21_222317_create_login_codes_table.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 10, 4, 34
"c:\laragon\www\rhtabiat\database\migrations\2021_03_22_131445_create_comments_table.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 10, 4, 39
"c:\laragon\www\rhtabiat\database\migrations\2021_03_25_130529_create_user_details_table.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\laragon\www\rhtabiat\database\migrations\2021_03_25_131046_create_verification_codes_table.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\laragon\www\rhtabiat\database\migrations\2021_03_29_123454_create_discount_code_groups_table.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\laragon\www\rhtabiat\database\migrations\2021_03_29_181625_create_messages_table.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\laragon\www\rhtabiat\database\migrations\2021_03_30_030211_create_discount_codes_table.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\laragon\www\rhtabiat\database\migrations\2021_03_30_085528_create_orders_table.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\laragon\www\rhtabiat\database\migrations\2021_03_31_094036_create_carts_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\laragon\www\rhtabiat\database\migrations\2021_03_31_094232_create_cart_product_table.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 2, 4, 24
"c:\laragon\www\rhtabiat\database\migrations\2021_04_01_105346_create_product_categories_table.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\laragon\www\rhtabiat\database\migrations\2021_04_01_135158_create_products_table.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 5, 4, 37
"c:\laragon\www\rhtabiat\database\migrations\2021_04_01_142830_create_product_items_table.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 10, 4, 36
"c:\laragon\www\rhtabiat\database\migrations\2021_04_03_081728_create_order_product_item_table.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 10, 4, 38
"c:\laragon\www\rhtabiat\database\migrations\2021_04_06_160313_create_cart_product_item_table.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 10, 4, 34
"c:\laragon\www\rhtabiat\database\migrations\2021_04_09_214427_create_provinces_table.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 10, 4, 32
"c:\laragon\www\rhtabiat\database\migrations\2021_04_09_220506_create_cities_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\migrations\2021_04_11_205323_create_transactions_table.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\laragon\www\rhtabiat\database\migrations\2021_04_23_213720_create_logs_table.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\laragon\www\rhtabiat\database\migrations\2021_04_28_175039_create_guest_orders_table.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\laragon\www\rhtabiat\database\migrations\2021_05_19_010514_create_return_requests_table.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\laragon\www\rhtabiat\database\migrations\2021_06_15_104929_add_is_best_selling_to_products_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\laragon\www\rhtabiat\database\migrations\2021_06_15_111244_add_price_to_products.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\laragon\www\rhtabiat\database\migrations\2021_07_07_213541_add_group_to_images_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\migrations\2021_07_10_171105_add_is_server_serve_to_images.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\migrations\2021_07_12_101730_add_package_price_to_products_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\migrations\2021_07_12_105401_add_package_price_to_orders_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\migrations\2021_08_05_161028_add_link_field_to_banners_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\migrations\2021_08_05_181006_create_promo_codes_table.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 10, 4, 43
"c:\laragon\www\rhtabiat\database\migrations\2021_08_11_175911_add_promo_code_id_field_to_orders_table.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 10, 4, 35
"c:\laragon\www\rhtabiat\database\migrations\2021_08_17_183734_add_unit_to_products_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\migrations\2021_08_17_184529_remove_unique_index_from_name_in_products_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 10, 4, 33
"c:\laragon\www\rhtabiat\database\seeders\AdminSeeder.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 0, 5, 5, 42
"c:\laragon\www\rhtabiat\database\seeders\ArticleCategorySeeder.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\laragon\www\rhtabiat\database\seeders\BannerSeeder.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 5, 4, 70
"c:\laragon\www\rhtabiat\database\seeders\CitySeeder.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 5, 6, 33
"c:\laragon\www\rhtabiat\database\seeders\CommentSeeder.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\laragon\www\rhtabiat\database\seeders\DatabaseSeeder.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 11, 4, 28
"c:\laragon\www\rhtabiat\database\seeders\OrderSeeder.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 6, 4, 19
"c:\laragon\www\rhtabiat\database\seeders\ProductCategorySeeder.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\laragon\www\rhtabiat\database\seeders\ProductItemSeeder.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"c:\laragon\www\rhtabiat\database\seeders\ProductSeeder.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\laragon\www\rhtabiat\database\seeders\ProvinceSeeder.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 5, 5, 28
"c:\laragon\www\rhtabiat\docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 59, 0, 1, 1, 61
"c:\laragon\www\rhtabiat\package.json", "JSON", 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"c:\laragon\www\rhtabiat\phpunit.xml", "XML", 0, 0, 0, 0, 0, 29, 0, 0, 2, 1, 32
"c:\laragon\www\rhtabiat\public\index.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 30, 12, 56
"c:\laragon\www\rhtabiat\resources\css\app.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\laragon\www\rhtabiat\resources\js\app.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\rhtabiat\resources\js\bootstrap.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 18, 8, 29
"c:\laragon\www\rhtabiat\resources\lang\en\auth.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 10, 5, 21
"c:\laragon\www\rhtabiat\resources\lang\en\pagination.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 10, 5, 20
"c:\laragon\www\rhtabiat\resources\lang\en\passwords.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 10, 5, 23
"c:\laragon\www\rhtabiat\resources\lang\en\validation.php", "PHP", 116, 0, 0, 0, 0, 0, 0, 0, 30, 9, 155
"c:\laragon\www\rhtabiat\resources\lang\fa\messages.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 14, 51
"c:\laragon\www\rhtabiat\resources\lang\fa\validation.php", "PHP", 127, 0, 0, 0, 0, 0, 0, 0, 20, 8, 155
"c:\laragon\www\rhtabiat\resources\views\welcome.blade.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 20, 133
"c:\laragon\www\rhtabiat\routes\api.php", "PHP", 156, 0, 0, 0, 0, 0, 0, 0, 2, 29, 187
"c:\laragon\www\rhtabiat\routes\channels.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 10, 4, 19
"c:\laragon\www\rhtabiat\routes\console.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 10, 4, 20
"c:\laragon\www\rhtabiat\routes\web.php", "PHP", 2, 0, 0, 0, 0, 0, 0, 0, 10, 4, 16
"c:\laragon\www\rhtabiat\server.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 9, 5, 22
"c:\laragon\www\rhtabiat\tests\CreatesApplication.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 5, 6, 23
"c:\laragon\www\rhtabiat\tests\Feature\ExampleTest.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 5, 5, 22
"c:\laragon\www\rhtabiat\tests\TestCase.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\laragon\www\rhtabiat\tests\Unit\ExampleTest.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11
"c:\laragon\www\rhtabiat\tests\Unit\ImageTest.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 5, 10, 43
"c:\laragon\www\rhtabiat\vendor\facade\ignition\resources\compiled\ignition.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 27, 0, 32
"c:\laragon\www\rhtabiat\vendor\facade\ignition\resources\compiled\index.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\laragon\www\rhtabiat\webpack.mix.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 11, 3, 18
"Total", "-", 16406, 12, 13, 0, 10485, 405, 72, 42, 15084, 2449, 44968
